WordContent,sentences,index
सबसे,फिर सॉल्क के टीके का इस्तेमाल थोमस फ्रांसिस के नेतृत्व में Francis Field Trial नामक एक परीक्षण में किया गया जो कि इतिहास का सबसे बड़ा चिकित्सा परीक्षण था ।,89
सबसे,सबसे बड़ी पीजेडए है ( होर्स टेबलेट का आकार ),116
सबसे,"दवाओं को सूची में सबसे ऊपर रखा जाता है क्योंकि वे अधिक प्रभावी और कम विषाक्त हैं ; दवाओं को सूची में सबसे नीचे रखा जाता है क्योंकि वे कम प्रभावी और अधिक विषाक्त हैं , या उन्हें प्राप्त करने में कठिनाई होती है ।",147
क्योंकि,"जब इंग्लैंड के एक कट्टर धूम्रपान विरोधी और "" ए काउंटरब्लास्ट टू टोबेको "" ( A Counterblast to Tobacco ) के लेखक जेम्स प्रथम ने 1604 में तम्बाकू पर अप्रत्याशित 4000 % कर लगा कर एक नई शुरुआत करने की कोशिश की , तो यह एक विफलता साबित हुई , क्योंकि 1600 के दशक की शुरुआत में लंदन में लगभग 7000 तम्बाकू विक्रेता थे ।",11
क्योंकि,नाजी प्रजनन नीति के साथ इस आन्दोलन को और अधिक बढ़ावा मिला क्योंकि जर्मन परिवार में धूम्रपान करने वाली महिला पत्नी या मां बनने के लिए अनुपयुक्त मानी जाती थी ।,37
क्योंकि,द्वितीय विश्व युद्ध के दौरान नाजी जर्मनी आंदोलन समाप्त हो गया क्योंकि धूम्रपान विरोधी समूहों ने जल्दी ही अपना समर्थन खो दिया था ।,38
क्योंकि,"जबकि 1980 के दशक में वैज्ञानिक साक्ष्य बढ़ने लगे , तम्बाकू कंपनियों ने आंशिक लापरवाही का दावा किया क्योंकि स्वास्थ्य के प्रतिकूल प्रभाव अज्ञात या अविश्वसनीय थे ।",47
क्योंकि,"उपचार को पूरा किया जाना बहुत महत्वपूर्ण है , क्योंकि ऐसा न करने से रोग फिर से हो सकता है और दवा के लिए प्रतिरोध भी उत्पन्न हो सकता है ।",114
क्योंकि,क्योंकि आइसोलेटेड आरएमपी प्रतिरोध दुर्लभ है ( ऐसी स्थिति को छोड़कर जब रोगी का उपचार पहले कभी केवल रिफाम्पिसिन के साथ किया जा चुका हो ।,142
%,"वास्तव में , "" नशेड़ी व्यवहार दर्शाने वाली जनसंख्या "" के ग्राफ की प्रतिशतता 100 % तक पहुँचने से पहले , "" निकोटिन की मात्रा "" के ग्राफ के बराबर है जिससे पता चलता है कि एक अनुपात में सभी लोग कभी भी निकोटिन पर निर्भर नहीं होते ।",5
%,"जब इंग्लैंड के एक कट्टर धूम्रपान विरोधी और "" ए काउंटरब्लास्ट टू टोबेको "" ( A Counterblast to Tobacco ) के लेखक जेम्स प्रथम ने 1604 में तम्बाकू पर अप्रत्याशित 4000 % कर लगा कर एक नई शुरुआत करने की कोशिश की , तो यह एक विफलता साबित हुई , क्योंकि 1600 के दशक की शुरुआत में लंदन में लगभग 7000 तम्बाकू विक्रेता थे ।",11
%,"सॉल्क वैक्सीन PV1 1 ( प्रकार 1 पोलियो वायरस ) के विरुद्ध 60 से ७० % कारगर है , PV2 और PV3 के विरुद्ध ९० प्रतिशत से ज्यादा कारगर है , और कंदाकार पोलियो के विकास के विरुद्ध ९४ प्रतिशत तक कारगर है ।",96
%,"वर्तमान में मलेरिया भूमध्य रेखा के दोनों तरफ विस्तृत क्षेत्र में फैला हुआ है इन क्षेत्रों में अमेरिका , एशिया तथा ज्यादातर अफ्रीका आता है , लेकिन इनमें से सबसे ज्यादा मौते ( लगभग ८५ से ९० % तक ) उप - सहारा अफ्रीका में होती हैं ।",231
%,जिन देशों में मलेरिया फैलता है उनके जी.डी.पी में १९६५ से १९९० के मध्य केवल प्रतिवर्ष ०.४ % की वृद्धि हुई वहीं मलेरिया से मुक्त देशों में यह २.४ % हुई ।,242
%,कुछ देशों में यह कुल जन स्वास्थ्य बजट का ४० % तक खा जाता है ।,245
आम,1800 के दशक में अफीम का धूम्रपान आम हो गया था ।,22
आम,"मलेरिया का सबसे आम लक्षण है अचानक तेज कंपकंपी के साथ शीत लगना , जिसके फौरन बाद ज्वर आता है ।",249
आम,"निमोनिया आम तौर पर संक्रमण और कभी - कभार गैर - संक्रामक न्यूमोनाइटिस से संबंधित है , जिसमें फुफ्फुसीय जमाव का अतिरिक्त गुण भी होता है ।",356
आम,"निमोनिया को सबसे आम तौर पर इसके होने के स्थान और तरीके के आधार पर वर्गीकृत किया जाता है : समुदाय से अर्जित , श्वास , स्वास्थ्य सेवा से संबंधित , अस्पताल से अर्जित और वेंटीलेटर से संबंधित निमोनिया ।",357
आम,"निमोनिया से इतर अस्थमा और सीओपीडी आम तौर पर घरघराहट के साथ होते हैं , फुफ्फुसीय एडेमा में इलेक्ट्रोकार्डियोग्राम असमान्य होता है , कैंसर व श्वासनलिकाविस्फार में लंबे समय की खांसी होती है और एम्बोली में तीखे सीने के दर्द की शुरुआत के साथ सांस लेने में तकलीफ होती है ।",361
आम,इस तरह यदि कोई व्यक्ति ऐसे क्षेत्र से लौटता है जहां डेंगू आम है और उसके लौटने के 14 दिन या उसके बाद उसको बुख़ार होता है या अन्य लक्षण दिखते हैं तो शायद उसको डेंगू नहीं है ।,443
सकती,"स्टेरॉयड पेरिटोनिटिस , मिलियरी रोग , स्वरयंत्र का टीबी , लिम्फेडेनीटिस और मूत्रजन यह पूर्ण रूप से प्रमाणित नहीं है और स्टेरॉयड के नियमित उपयोग की सलाह नहीं दी जा सकती ।",106
सकती,"अगर पीजेडए को हटा दिया जाता है , तो रोगी को यह चेतावनी दी जानी चाहिए कि इससे रोग के ठीक होने की अवधि बढ़ सकती है ( पीजेडए को हटाने के परिणामों को विस्तारपूर्वक नीचे बताया गया है ) ।",118
सकती,"उपचार की अवधि कम से कम 18 महीने की होती है और इसमें एक साल भी लग सकता है ; इसमें शल्य चिकित्सा की आवश्यकता भी पड़ सकती है , हालांकि इष्टतम उपचार के बावजूद मृत्यु दर अधिक होती है ।",133
सकती,जो फिर से भ्रम में डाल सकती है ।,195
सकती,"टीबी सेरेब्रिटिस ( या मस्तिष्क की टीबी ) में निदान के लिए मस्तिष्क की बायोप्सी की आवश्यकता हो सकती है , क्योंकि सीएसएफ आमतौर पर सामान्य होता है ।",204
सकती,"टीबी मैनिंजाइटिस आमतौर पर इलाज के लिए अच्छी तरह से प्रतिक्रिया देता है , लेकिन टीबी सेरेब्रिटिस के लिए लम्बे उपचार ( दो साल तक ) की आवश्यकता हो सकती है और स्टेरॉयड कोर्स की आवश्यकता लम्बी अवधि ( छह माह ) तक हो सकती है ।",214
जब,"जब इंग्लैंड के एक कट्टर धूम्रपान विरोधी और "" ए काउंटरब्लास्ट टू टोबेको "" ( A Counterblast to Tobacco ) के लेखक जेम्स प्रथम ने 1604 में तम्बाकू पर अप्रत्याशित 4000 % कर लगा कर एक नई शुरुआत करने की कोशिश की , तो यह एक विफलता साबित हुई , क्योंकि 1600 के दशक की शुरुआत में लंदन में लगभग 7000 तम्बाकू विक्रेता थे ।",11
जब,एक सफलता 1948 में मिली जब जॉन एंडर्स की अध्यक्षता में एक शोध समूह ने बोस्टन चिल्ड्रेन हॉस्पिटल में मानव ऊतकों पर पोलियो वायरस सफलतापूर्वक उगा दिया ।,67
जब,क्योंकि आइसोलेटेड आरएमपी प्रतिरोध दुर्लभ है ( ऐसी स्थिति को छोड़कर जब रोगी का उपचार पहले कभी केवल रिफाम्पिसिन के साथ किया जा चुका हो ।,142
जब,MDR - टीबी के संदेह के बावजूद रोगी को INH पर रखने का कारण यह है कि INH टीबी के उपचार में इतनी शक्तिशाली है कि इसे हटाना मूर्खता होगी जब तक इस बात का सूक्ष्मजैविक प्रमाण न मिल जाये कि यह अप्रभावी है ।,144
जब,"जब संवेदनशीलता ज्ञात हो जाती है और आइसोलेट को निश्चित रूप से INH और RMP दोनों के लिए प्रतिरोधी पाया जाता है , पांच दवाओं को निम्नलिखित क्रम में चुना जाना चाहिए ( ज्ञात संवेदनशीलताओं के आधार पर ) ।",146
जब,"यकृत रोग के ज्ञात होने पर रोगी में दवा बदलने की आवश्यकता नहीं होती , जब तक यकृत रोग का कारण टीबी के उपचार को न माना जाये ।",164
होते,"बहिर्मुखता एक ऐसी विशेषता है जो ज्यादातर धूम्रपान से जुड़ी है और धूम्रपान करने वाले मिलनसार , आवेगी , जोखिम उठाने वाले और उत्तेजना की चाहत रखने वाले व्यक्ति होते हैं ।",0
होते,"वास्तव में , "" नशेड़ी व्यवहार दर्शाने वाली जनसंख्या "" के ग्राफ की प्रतिशतता 100 % तक पहुँचने से पहले , "" निकोटिन की मात्रा "" के ग्राफ के बराबर है जिससे पता चलता है कि एक अनुपात में सभी लोग कभी भी निकोटिन पर निर्भर नहीं होते ।",5
होते,"हालांकि , धूम्रपान करने वाले लोग ऐसी प्रक्रिया में लिप्त होते हैं जिसका स्वास्थ्य पर नकारात्मक प्रभाव पड़ता है , वे अपने व्यवहार को युक्ति संगत बताते हैं ।",6
होते,"जर्मनी में , धूम्रपान विरोधी समूह , जो अक्सर शराब विरोधी समूहों के साथ जुड़े होते थे , ने 1912 और 1932 में "" देर तबकगेग्नेर "" ( Der Tabakgegner ) ( तम्बाकू विरोधी ) नामक एक पत्रिका में तम्बाकू की खपत के खिलाफ अपना पक्ष प्रकाशित किया ।",34
होते,"1955 , अप्रैल 12 को सॉल्क द्वारा दुनिया को इसकी घोषणा की गयी कि , यह निष्क्रिय ( मरे हुए ) पोलियो वायरस के इंजेक्शन की खुराक होते हैं ।",53
होते,अगर कल्चर सकारात्मक है और उपचार के तीन माह बाद रोग के लक्षण फिर से प्रकट नहीं होते तो दवा प्रतिरोधी रोग के लिए या किसी दवा के काम ना करने पर रोगी की पुनः - जांच आवश्यक है ।,184
जैसे,"1800 के दशक के उत्तरार्द्ध में , अफीम धूम्रपान , यूरोप के कलात्मक समुदाय में लोकप्रिय हो गया था , विशेषकर पेरिस में कलाकारों के इलाके जैसे मोंटपार्नेस तथा मोंटमारट्रे आभासी "" अफीम राजधानियां "" बन गए थे ।",28
जैसे,"स्पष्ट जोखिम के अलावा ( अर्थात MDR - टीबी के रोगी में ज्ञात जोखिम ) अन्य जोखिम भी देखे जाते हैं जैसे पुरुष लिंग , एचआईवी संक्रमण , पहले भी टीबी का हो चुका होना , टीबी का उपचार असफल होना , मानक टीबी के उपचार के लिए प्रतिक्रिया न होना और टीबी के मानक उपचार के बाद रोग का फिर से हो जाना ।",138
जैसे,"कुछ शोधकर्ताओं का सुझाव है कि , क्योंकि डॉट्स प्रणाली उप - सहारा अफ्रीका में तपेदिक के उपचार में इतनी सफल हुई है कि डॉट्स का उपयोग असंक्रामक रोगों जैसे मधुमेह , उच्च रक्तचाप और एपिलेप्सी जैसे रोगों के उपचार में भी किया जाना चहिये ।",178
जैसे,"ऐसा भी संभव है कि टीबी मेनिनजाईटिस के उपचार के लिए छोटी अवधि ( जैसे छह माह ) की चिकित्सा पर्याप्त हो , लेकिन कोई चिकित्सकीय परीक्षण इसे प्रमाणित नहीं करता है ।",209
जैसे,"यह एक ऐसा कानून है जो कि किसी व्यक्ति को इनडोर सार्वजनिक स्थलों जैसे बार , पब और रेस्तरां में धूम्रपान करने से रोकने के लिए बनाया गया है ।",325
जैसे,"हालांकि निकोटिन अत्याधिक नशीली दवाई है लेकिन मस्तिष्क पर इसका प्रभाव इतना तीव्र या ध्यान देने योग्य नहीं है जितना कि दूसरी दवाओं जैसे कोकीन , एम्फेटामाइन्स या अन्य कोई मादक पदार्थ का ( जिसमें हेरोइन व मॉर्फीन भी शामिल है ) ।",333
स्वास्थ्य,"हालांकि , धूम्रपान करने वाले लोग ऐसी प्रक्रिया में लिप्त होते हैं जिसका स्वास्थ्य पर नकारात्मक प्रभाव पड़ता है , वे अपने व्यवहार को युक्ति संगत बताते हैं ।",6
स्वास्थ्य,"1920 के दशक में जीवन में वृद्धि की संभावनाओं और सिगरेट निर्माण के आधुनिकीकरण के साथ , स्वास्थ्य के प्रतिकूल प्रभाव और अधिक परिलक्षित होने लगे ।",33
स्वास्थ्य,"1900 के दशक के अंत तक , जर्मनी के धूम्रपान विरोधी अभियान नाजी युग के 1939 - 1941 के प्रभाव को बढ़ाने में असमर्थ थे और जर्मन तम्बाकू स्वास्थ्य अनुसन्धान संस्थान को रॉबर्ट एन प्रॉक्टर द्वारा "" मौन "" वर्णित किया गया था ।",43
स्वास्थ्य,"कुछ इसी तरह 1964 में धूम्रपान और स्वास्थ्य पर अमेरिकन सर्जन जनरल ने धूम्रपान और कैंसर के बीच संबंध बताया , जिसकी पुष्टि 20 वर्षों बाद 1980 के दशक के बाद के वर्षों में की गई ।",46
स्वास्थ्य,"जबकि 1980 के दशक में वैज्ञानिक साक्ष्य बढ़ने लगे , तम्बाकू कंपनियों ने आंशिक लापरवाही का दावा किया क्योंकि स्वास्थ्य के प्रतिकूल प्रभाव अज्ञात या अविश्वसनीय थे ।",47
स्वास्थ्य,"1998 तक स्वास्थ्य अधिकारियों ने इन दावों का साथ दिया , जिसके बाद उन्होनें स्थिति पलट दी ।",48
लिये,"वे लोग जो उपचार के प्रति प्रतिक्रिया नहीं देते हैं उनमें बलगम कल्चर पर विचार किया जाना चाहिये और गंभीर उत्पादक कफ़ से पीड़ित लोगों में "" माइक्रोबैक्टीरियम ट्यूबक्यूलोसिस "" के लिये कल्चर किया जाना चाहिये ।",350
लिये,"अन्य विशिष्ट जीवों के लिये , सार्वजनिक स्वास्थ्य कारणों के लिये इसे प्रकोप के दौरान अनुशंसित किया जा सकता है ।",351
लिये,"वे जिनको गंभीर रोग के कारण अस्पताल में भर्ती किया गया है , बलग़म और रक्त कल्चर दोनों और साथ ही "" लेग्यिनेला "" और "" स्ट्रेप्टोकॉकस "" के एंटीजन के लिये मूत्र का परीक्षण अनुशंसित किया जाता है ।",352
लिये,सेंटर फॉर डिज़ीज़ कंट्रोल एंड प्रिवेन्शन ( सीडीसी ) 6 और अधिक उम्र के प्रत्येक व्यक्ति के लिये वार्षिक टीकाकरण की अनुशंसा करता है ।,366
लिये,यह अज्ञात है कि ज़ानामिविर या ओसेल्टामिविर प्रभावी हैं या नहीं और ऐसा इसलिये क्योंकि ओसेल्टामिविर बनाने वाली कंपनी ने परीक्षण आंकड़ों को स्वतंत्र विश्लेषण के लिये जारी करने से इन्कार कर दिया है ।,369
लिये,"एक "" स्ट्रेप्टोकॉकस निमोनिया "" टीका वयस्कों के लिये उपलब्ध है और इसको हमलावर निमोनिया रोग के जोखिम को कम करता पाया गया है ।",372
इसके,प्रारंभिक चरण के दौरान धूम्रपान सुखद अनुभूतियां प्रदान करता है ( इसके डोपामाइन ( dopamine ) प्रणाली पर प्रभाव के कारण ) और इस तरह सकारात्मक सुदृढ़ीकरण के एक स्रोत के रूप में कार्य करता है ।,2
इसके,"1600 के दशक के मध्य तक हर प्रमुख सभ्यता तम्बाकू के धूम्रपान से परिचित थी और बहुत से मामलों में इसे पहले ही देशी संस्कृति में शामिल कर लिया गया था , बावजूद इसके कि कई शासकों ने इसे रोकने के लिए सख्त दंड या जुर्माने का प्रावधान किया ।",13
इसके,"तंबाकू , उत्पाद और पौधे , दोनों प्रमुख बंदरगाहों और बाजारों के प्रमुख मार्गों पर और इसके बाद आंतरिक इलाकों में फैले ।",14
इसके,"इसके पूरे उपचार के लिए निरंतर दवा लेना जरुरी है , समय समय पर यह जांच भी की जानी चाहिए कि रोगी में कोई समस्या तो उत्पन्न नहीं हो रही है ।",112
इसके,"वास्तव में बात यह है कि अगर आरएमपी को वसा के साथ लिया जाये तो इसके अवशोषण की गति धीमी हो जाती है , लेकिन प्रोटीन , कार्बोहाइड्रेट और अम्लरोधी इसके अवशोषण को प्रभावित नहीं करते हैं ।",122
इसके,"अगर संभव हो , एमिनोग्लाइकोसाइड्स प्रतिदिन कम से कम तीन महीने के लिए दी जानी चाहिए ( और संभवतया इसके बाद सप्ताह में तीन बार ) ।",155
रक्त,यह निष्कर्ष कि पक्षाघात से पहले वायरस का रक्त में मौजूद होना ज़रूरी है और यह स्पष्टीकरण कि एंटीबॉडी की खुराक गामा - ग्लोबुलिन के रूप में लेने से पक्षाघाती पोलियो से बचा जा सकता है ।,71
रक्त,सीएनएस टीबी रक्त से फैलने की दृष्टि से माध्यमिक हो सकता है : इसलिए कुछ विशेषज्ञ मिलियरी टीबी के रोगियों में सीएसएफ के सेम्पल नियमित रूप से लेने की सलाह देते हैं ।,216
रक्त,"मलेरिया के लक्षणों में शामिल हैं - ज्वर , कंपकंपी , जोड़ों में दर्द , उल्टी , रक्ताल्पता ( रक्त विनाश से ) , मूत्र में हीमोग्लोबिन और दौरे ।",248
रक्त,"तिल्ली और यकृत का आकार बढ़ना , तीव्र सिरदर्द और अधोमधुरक्तता ( रक्त में ग्लूकोज़ की कमी ) भी अन्य गंभीर लक्षण हैं ।",255
रक्त,बच्चों में दिमागी मलेरिया होने की संभावना अधिक रहती है और ऐसा होने पर दिमाग में रक्त की आपूर्ति कम हो सकती है और अक्सर मस्तिष्क को सीधे भी हानि पहुँचाती है ।,262
रक्त,"वे जिनको गंभीर रोग के कारण अस्पताल में भर्ती किया गया है , बलग़म और रक्त कल्चर दोनों और साथ ही "" लेग्यिनेला "" और "" स्ट्रेप्टोकॉकस "" के एंटीजन के लिये मूत्र का परीक्षण अनुशंसित किया जाता है ।",352
रोगी,थेलिडोमाइड टीबी मैनिंजाइटिस में लाभकारी हो सकता है और इसका उपयोग उन मामलों में किया गया है जिनमें रोगी स्टेरॉयड उपचार के लिए प्रतिक्रिया नहीं देता ।,108
रोगी,"जो रोगी टीबी का उपचार नियमित रूप और भरोसे के साथ नहीं करते हैं , उनमें उपचार की विफलता की संभावना बहुत अधिक बढ़ जाती है , उनमें रोग के फिर से होने , या दवा प्रतिरोधी टीबी विभेद उत्पन्न हो जाने की संभावना भी बहुत अधिक होती है ।",109
रोगी,ऐसे कई कारण हैं जिनकी वजह से रोगी अपना इलाज पूरा नहीं ले पाते ।,110
रोगी,आमतौर पर टीबी के लक्षण उपचार शुरू होने के कुछ सप्ताह में ही कम होने लगते हैं और इस समय कई रोगी लापरवाह हो जाते हैं और दवा लेना बंद कर देते हैं ।,111
रोगी,"इसके पूरे उपचार के लिए निरंतर दवा लेना जरुरी है , समय समय पर यह जांच भी की जानी चाहिए कि रोगी में कोई समस्या तो उत्पन्न नहीं हो रही है ।",112
रोगी,"अगर पीजेडए को हटा दिया जाता है , तो रोगी को यह चेतावनी दी जानी चाहिए कि इससे रोग के ठीक होने की अवधि बढ़ सकती है ( पीजेडए को हटाने के परिणामों को विस्तारपूर्वक नीचे बताया गया है ) ।",118
लेकिन,"हालांकि व्यक्तित्व और सामाजिक कारक लोगों को धूम्रपान के लिए प्रेरित कर सकते हैं , लेकिन वास्तविक आदत प्रभाव डालने की अनुकूलता की क्रिया है ।",1
लेकिन,"उसके बाद उन्होंने वह teeka तीन हज़ार बच्चों को दिया , जिनमें से कई बच्चों को प्रतिक्रियात्मक एलर्जी हुई , लेकिन किसी में भी पोलियो प्रतिरोधकता विकसित नहीं हुई ।",65
लेकिन,"फिलाडेल्फिया के रोगविज्ञानी जॉन कोल्मेर ने भी उसी वर्ष एक teeka बनाने का दावा किया , लेकिन उससे भी प्रतिरोधकता उत्पन्न नहीं हुई और उन्हें कई मामले प्रवृत करने का दोषी ठहराया गया , जिनमें से कुछ जानलेवा थे ।",66
लेकिन,लेकिन इसको वर्षो के परीक्षण की आवश्यकता थी ।,83
लेकिन,"तीसरी खुराक का समय टीका निरूपण पर निर्भर करता है , लेकिन यह ६ से १८ महीने की उम्र के बीच दे देना चाहिए ।",102
लेकिन,"वास्तव में बात यह है कि अगर आरएमपी को वसा के साथ लिया जाये तो इसके अवशोषण की गति धीमी हो जाती है , लेकिन प्रोटीन , कार्बोहाइड्रेट और अम्लरोधी इसके अवशोषण को प्रभावित नहीं करते हैं ।",122
मलेरिया,यदि मलेरिया की वर्तमान प्रसार दर बनी रही तो अगले २० वर्षों में मृत्यु दर दोगुनी हो सकती है ।,226
मलेरिया,"मलेरिया के बारे में वास्तविक आँकड़े अनुपलब्ध हैं क्योंकि ज्यादातर रोगी ग्रामीण इलाकों में रहते हैं , ना तो वे चिकित्सालय जाते हैं और ना उनके मामलों का लेखा जोखा रखा जाता है ।",227
मलेरिया,मलेरिया और एच.आई.वी. का एक साथ संक्रमण होने से मृत्यु की संभावना बढ़ जाती है ।,228
मलेरिया,"मलेरिया चूंकि एच.आई.वी. से अलग आयु - वर्ग में होता है , इसलिए यह मेल एच.आई.वी. - टी.बी. ( क्षय रोग ) के मेल से कम व्यापक और घातक होता है ।",229
मलेरिया,"तथापि ये दोनों रोग एक दूसरे के प्रसार को फैलाने में योगदान देते हैं - मलेरिया से वायरल भार बढ जाता है , वहीं एड्स संक्रमण से व्यक्ति की प्रतिरोधक क्षमता कमजोर हो जाने से वह रोग की चपेट में आ जाता है ।",230
मलेरिया,"वर्तमान में मलेरिया भूमध्य रेखा के दोनों तरफ विस्तृत क्षेत्र में फैला हुआ है इन क्षेत्रों में अमेरिका , एशिया तथा ज्यादातर अफ्रीका आता है , लेकिन इनमें से सबसे ज्यादा मौते ( लगभग ८५ से ९० % तक ) उप - सहारा अफ्रीका में होती हैं ।",231
व्यक्ति,"बहिर्मुखता एक ऐसी विशेषता है जो ज्यादातर धूम्रपान से जुड़ी है और धूम्रपान करने वाले मिलनसार , आवेगी , जोखिम उठाने वाले और उत्तेजना की चाहत रखने वाले व्यक्ति होते हैं ।",0
व्यक्ति,एक व्यक्ति द्वारा कई वर्षों तक धूम्रपान करने के पश्चात छोड़ने के लक्षण और नकारात्मक सुदृढ़ीकरण प्रमुख उत्प्रेरक हो जाते हैं ।,3
व्यक्ति,"युद्ध के पश्चात् जर्मनी में प्रति व्यक्ति सिगरेट की वार्षिक खपत 1950 में 460 से बढ़ कर 1963 तक 1,523 हो गई ।",42
व्यक्ति,"इसलिए , टीकाकरण के द्वारा वायरस का व्यक्ति से व्यक्ति में संचरण की रोकथाम वैश्विक पोलियो उन्मूलन का एक महत्वपूर्ण कदम है ।",57
व्यक्ति,"टीकाकरण द्वारा पोलियो के प्रति रोग क्षमता को विकसित करने से जंगली पोलियो वायरस का व्यक्ति से व्यक्ति संचरण कुशलतापूर्वक ब्लॉक हो जाता है , जिससे व्यक्तिगत टीका प्राप्तकर्ताओं और व्यापक समुदाय , दोनों की सुरक्षा होती है ।",61
व्यक्ति,"तथापि ये दोनों रोग एक दूसरे के प्रसार को फैलाने में योगदान देते हैं - मलेरिया से वायरल भार बढ जाता है , वहीं एड्स संक्रमण से व्यक्ति की प्रतिरोधक क्षमता कमजोर हो जाने से वह रोग की चपेट में आ जाता है ।",230
अस्थि,"सोडियम एलेनड्रोनेट ( फ़ोसामैक्स ) जैसी औषधियों के विपरीत , स्ट्रॉन्शियम अस्थि पुनःचालन को बाधित नहीं करता और , वास्तव में , मजबूत हड्डियों का उत्पादन हो सकता है ।",607
अस्थि,"अध्ययनों से पता चला है कि पांच साल के बाद एलेनड्रोनेट अस्थि क्षय का कारक भी हो सकता है , जबकि स्ट्रॉन्शियम जीवन - काल के दौरान प्रयुक्ति से हड्डी का निर्माण जारी रखता है ।",608
अस्थि,"अल्पजननग्रंथि वाले पुरुषों में टेस्टोस्टेरोन से अस्थि की मात्रा और गुणवत्ता में सुधार दिखाई दिया है , लेकिन यथा 2008 , फ़्रैक्चर या पुरुषों में टेस्टोस्टेरोन पर एक सामान्य स्तर के साथ प्रभाव का कोई अध्ययन कर रहे हैं ।",614
अस्थि,"आम तौर पर , अस्थि खनिज घनत्व ( BMD ) को ट्रेबिकुलार अस्थि में अस्थिकोरक और अस्थिशोषक गतिविधि के बीच एक संतुलन द्वारा नियंत्रित किया जाता है ।",616
अस्थि,"एस्ट्रोजेन की अस्थि गठन - अवशोषण संतुलन के नियमन में प्रमुख भूमिका है , क्योंकि यह अस्थिकोरक गतिविधियों को बढ़ावा देता है ।",617
अस्थि,"अस्थि विकास , अस्थि रोग - निदान और अस्थि की शक्ति बनाए रखने के लिए कैल्शियम की आवश्यकता है और यह हड्डियों की कमज़ोरी के इलाज का एक पहलू है ।",620
कुछ,कुछ इसी तरह पश्चिमी चर्च नेता अर्बन VII ( सप्तम ) ने 1590 के पोप सम्बंधी आदेश में धूम्रपान की निन्दा की ।,9
कुछ,"कुछ इसी तरह 1964 में धूम्रपान और स्वास्थ्य पर अमेरिकन सर्जन जनरल ने धूम्रपान और कैंसर के बीच संबंध बताया , जिसकी पुष्टि 20 वर्षों बाद 1980 के दशक के बाद के वर्षों में की गई ।",46
कुछ,"फिलाडेल्फिया के रोगविज्ञानी जॉन कोल्मेर ने भी उसी वर्ष एक teeka बनाने का दावा किया , लेकिन उससे भी प्रतिरोधकता उत्पन्न नहीं हुई और उन्हें कई मामले प्रवृत करने का दोषी ठहराया गया , जिनमें से कुछ जानलेवा थे ।",66
कुछ,"संयुक्त राज्य अमेरिका में जंगली वायरस के स्थानिक संचरण के कारण लकवाग्रस्त पोलिओम्येलितिस के प्रकोप के कुछ आखिरी मामले वर्ष 1979 में मिडवेस्ट के भिन्न राज्यों , जिनमें से अमिश भी एक था , में दर्ज किये गए ।",73
कुछ,"परीक्षण की शुरुआत कुछ ४००० बच्चों के साथ Franklin Sherman Elementary School , मक्लेँ , वेर्जिनिया में की गयी ।",90
